customer_id,customer_name,recency,frequency,monetary,churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Code,Customer_Segment,Recency_Group,Frequency_Group,Monetary_Group
22580,Steven Graham,250,7,25830,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
22583,Michael Burgess,194,7,22111,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
22603,Ronald Wade,197,12,23543,1,3,5,5,13,355,Loyal Customers,181-365 Days,10+ Purchases,Very High
22624,James Moore,237,7,20061,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
22632,Thomas Haley,85,5,15169,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
22638,Brian Anderson,208,6,16783,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
22657,Michael Kim,27,4,15280,1,5,2,4,11,524,Potential Loyalists,0-30 Days,3-5 Purchases,High
22661,Terry Huang,146,4,15754,1,3,2,4,9,324,Need Attention,91-180 Days,3-5 Purchases,High
22663,John Miller,85,9,24991,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
22667,Brenda Merritt,18,10,32675,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
22677,Caleb Mendez,47,7,21074,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
22679,Crystal Hayes,17,6,19447,1,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High
22685,Kenneth Dean,223,8,26160,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
22694,Danielle Collier,419,7,21543,1,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
22698,Robert Mcguire,191,4,17465,1,3,2,4,9,324,Need Attention,181-365 Days,3-5 Purchases,High
22728,Renee Thomas,143,5,15640,1,3,3,4,10,334,Need Attention,91-180 Days,3-5 Purchases,High
22733,Brandon Bell,9,5,15021,1,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High
22734,Michelle Knox,169,8,23011,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
22742,Jaclyn Robinson,380,6,15844,1,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
22766,Thomas Ford,50,5,15837,1,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High
22770,Danielle Park,317,8,22858,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
22775,Jason Sanchez,21,9,26374,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
22815,Colleen Nelson,29,8,26629,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
22816,Paige Ramos,62,9,27299,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
22854,Lauren Reed,76,6,24355,1,4,4,5,13,445,Champions,61-90 Days,6-10 Purchases,Very High
22881,Anthony Owen,7,7,21131,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
22886,Cynthia Burke,193,6,21286,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
22887,Kayla Hubbard,13,7,20968,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
22940,Jennifer White,14,12,31207,1,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High
22942,Sara Davenport,120,6,16951,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
22955,John Richards,396,5,16879,1,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
22962,Mary Torres,441,8,25025,1,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
22989,Gabriella Willis,149,6,14986,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
23001,Christina Harding,202,8,16740,1,3,5,4,12,354,Loyal Customers,181-365 Days,6-10 Purchases,High
23009,Tiffany Jarvis,206,7,20057,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
23017,Julie Smith,551,5,14812,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
23020,Randy Morales,17,7,16162,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
23035,Travis Moss,277,5,17197,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
23037,Karen Sanchez,26,9,26033,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
23043,Nicole Mcdonald,75,7,17125,1,4,5,4,13,454,Champions,61-90 Days,6-10 Purchases,High
23064,Amy Garcia,303,7,15093,1,2,5,4,11,254,At Risk,181-365 Days,6-10 Purchases,High
23065,Heather Hernandez,175,5,17559,1,3,3,4,10,334,Need Attention,91-180 Days,3-5 Purchases,High
23083,Susan Martin,37,5,16197,1,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High
23111,Patricia Jensen,111,8,22494,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
23113,Jennifer Lin,67,7,19190,1,4,5,4,13,454,Champions,61-90 Days,6-10 Purchases,High
23115,Mary Martin,648,5,17575,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
23123,Jason Murphy,111,6,15122,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
23131,Daniel Carey,130,8,22311,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
23151,Brandon Meyer,98,8,23154,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
23183,Linda Bishop,735,4,15023,1,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
23195,Aaron Santana,237,7,18321,1,3,5,4,12,354,Loyal Customers,181-365 Days,6-10 Purchases,High
23197,Jaime Smith,186,11,23020,1,3,5,5,13,355,Loyal Customers,181-365 Days,10+ Purchases,Very High
23198,Mr. Ryan Paul,264,9,29602,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
23199,Martin Hill,215,6,14986,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
23202,Jonathon Sanchez,861,4,16405,1,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
23203,Kimberly Fitzpatrick,746,6,17745,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
23210,Madison Lee,54,7,16106,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
23250,Linda Anderson,174,7,16744,1,3,5,4,12,354,Loyal Customers,91-180 Days,6-10 Purchases,High
23262,Russell Gomez,19,8,22024,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
23279,Nicholas Rice,172,11,21472,1,3,5,5,13,355,Loyal Customers,91-180 Days,10+ Purchases,Very High
23290,Reginald Allen,421,8,22105,1,2,5,5,12,255,At Risk,365+ Days,6-10 Purchases,Very High
23295,Jennifer Mcmillan,258,5,15037,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
23299,Antonio Thompson,74,8,22875,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
23310,Kevin Bush,44,7,16134,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
23318,Amber Barton,275,6,18316,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
23337,Ruth Duncan,43,7,23305,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
23343,Jessica Olson,246,7,21011,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
23412,Victor Hall,7,8,18423,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
23413,Jessica Browning,100,5,16250,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High
23446,Keith Green,104,12,27100,1,4,5,5,14,455,Champions,91-180 Days,10+ Purchases,Very High
23466,Robert Mendoza,238,6,23307,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
23523,Sarah Jensen,120,4,15864,1,4,2,4,10,424,Potential Loyalists,91-180 Days,3-5 Purchases,High
23544,Antonio Johnson,15,7,24292,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
23548,Brian Hardy,61,5,19661,1,4,3,5,12,435,Potential Loyalists,61-90 Days,3-5 Purchases,Very High
23549,Nicole Palmer,99,6,14971,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
23552,Susan Mckenzie,6,8,25109,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
23561,Matthew Owens,81,6,18272,1,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High
23567,William Rodriguez,631,6,15950,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
23568,Stacey Martinez,280,7,23044,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
23585,James Kane,101,7,27330,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
23604,Sharon Taylor,164,8,22652,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
23637,Rachel White,98,8,22065,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
23642,Sheila Garcia,146,6,16750,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
23646,Kelly Gould,54,5,21168,1,5,3,5,13,535,Potential Loyalists,31-60 Days,3-5 Purchases,Very High
23681,John Strickland,38,7,23870,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
23685,Kelli Lopez,32,7,20339,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
23688,Jose Fleming,212,7,21010,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
23699,Anna Morton,226,8,25404,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
23703,Gregory Bolton,435,4,15488,1,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
23708,Steven Williams,111,9,30250,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
23724,Tammy Ochoa,36,10,26926,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
23746,Christopher Hobbs,19,10,22840,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
23753,Aaron Wilson,212,6,20923,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
23760,Shaun Berry,46,5,16318,1,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High
23789,Bobby Rogers,47,6,23125,1,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High
23795,Vincent Lopez,585,6,17508,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
23818,Michael Porter,31,8,21767,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
23822,Megan Bowers,476,6,20079,1,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
23824,Alice Haley,75,5,16716,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
23856,Charles Bush,322,6,19419,1,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High
23885,Spencer Huang,66,9,19125,1,4,5,4,13,454,Champions,61-90 Days,6-10 Purchases,High
23893,Christopher Munoz,298,7,24184,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
23911,Amy Avery,7,10,26858,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
23922,Donald Wilson,154,6,19327,1,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High
23925,Richard Hardy,358,6,17408,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
23926,Timothy Palmer,413,5,15052,1,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
23937,Tamara Gallegos,465,8,19751,1,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
23938,Christy Hale,121,8,24095,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
23947,Jeff Moon,393,5,17234,1,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
23957,Robert Martinez,287,7,18225,1,2,5,4,11,254,At Risk,181-365 Days,6-10 Purchases,High
23972,Jonathan Reid,143,6,23061,1,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High
24003,Peggy Lewis,23,10,25849,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
24010,James Wright,28,4,16430,1,5,2,4,11,524,Potential Loyalists,0-30 Days,3-5 Purchases,High
24013,Jason Johnson,94,7,22302,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
24023,Bryan Bates,102,7,24166,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
24026,Lori Miller,185,7,16620,1,3,5,4,12,354,Loyal Customers,181-365 Days,6-10 Purchases,High
24081,Jacob Stewart,46,11,34345,1,5,5,5,15,555,Champions,31-60 Days,10+ Purchases,Very High
24083,Robert Atkinson,190,6,17663,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
24096,Zachary Bradley,221,7,23544,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24135,Lauren Lopez,28,13,38315,1,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High
24151,Steven Thomas,31,8,21404,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
24154,Cindy Thomas,298,8,23429,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
24161,Danny Wilkins,389,6,17402,1,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
24170,Mariah Washington,16,6,15460,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
24187,Kathleen Rodriguez,586,6,20017,1,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High
24201,Cheryl Knight,127,13,38048,1,4,5,5,14,455,Champions,91-180 Days,10+ Purchases,Very High
24217,Joshua Lynch,86,5,17488,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
24227,Mr. Shawn Pierce,394,5,19062,1,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High
24228,Courtney Rogers,456,6,18796,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
24270,Phillip Harris,87,5,15682,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
24293,Justin Howard,51,9,19074,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
24299,Timothy Johnson,218,8,28125,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24316,Jessica Curry,56,12,33162,1,5,5,5,15,555,Champions,31-60 Days,10+ Purchases,Very High
24318,William Webster,317,7,22443,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
24332,Erika Rodriguez,145,6,16032,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
24340,Michael Coleman,191,7,21507,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24365,Jamie Williams,5,5,15011,1,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High
24375,Nicholas Turner,45,6,22131,1,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High
24395,Lisa Maxwell,418,6,21202,1,2,4,5,11,245,At Risk,365+ Days,6-10 Purchases,Very High
24421,Brandon Garcia,242,7,21207,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24427,Douglas Mcgee,243,6,22055,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24446,Robert Sampson,185,8,23315,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24448,Kelly Whitney,42,7,26768,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
24460,Jeffery Ward,55,7,18321,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
24461,Bobby Moore,262,7,21237,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
24477,Joanna Delgado,446,5,15792,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
24494,Johnathan Lin,62,6,16652,1,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High
24500,Angela Yates,270,5,15952,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
24523,Anna Wheeler,35,8,22151,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
24524,Robert Anderson,353,6,17657,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
24552,Taylor Ellis PhD,31,7,15072,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
24590,Wesley Gonzalez,219,7,18353,1,3,5,4,12,354,Loyal Customers,181-365 Days,6-10 Purchases,High
24608,Matthew Garza MD,223,6,16878,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
24613,Sharon Mcgee,239,8,20339,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24617,Cheryl Hale,129,6,16047,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
24628,Kevin Hampton,187,7,19761,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24665,Edward Vincent MD,9,6,16359,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
24671,Leslie Ellis MD,10,7,14808,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
24673,Joshua Williams MD,91,6,19607,1,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High
24691,Craig Case,40,7,26272,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
24692,David Meyer,395,6,16605,1,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
24702,Shannon Gonzalez,16,8,27656,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
24704,Monica Duke,133,9,24832,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
24709,Mathew Sanchez,276,5,17599,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
24718,Casey Harvey,22,5,18915,1,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High
24731,Kathleen White,128,5,15067,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High
24740,Andrew Baker,92,6,19344,1,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High
24749,Roy Perez,93,7,19809,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
24753,Lisa Andrews,107,9,25758,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
24772,Matthew Brooks,147,6,15294,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
24774,Melissa Ross,226,5,17796,1,3,3,4,10,334,Need Attention,181-365 Days,3-5 Purchases,High
24776,Michael Schaefer,95,6,15153,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
24780,Mrs. Shannon Gibbs,82,6,15437,1,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High
24784,Kristen Spencer,380,6,17395,1,2,4,4,10,244,At Risk,365+ Days,6-10 Purchases,High
24786,Christopher Lewis,286,7,19694,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
24800,Shawn Vargas,61,10,28918,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
24818,Lee Jacobs,123,5,15939,1,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High
24836,Valerie Dominguez,34,7,19140,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
24842,Kirsten Adams,195,8,19745,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24847,Timothy Simon,127,8,26487,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
24883,Angela Snyder,323,9,21593,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High
24924,Norman Gilmore,59,10,29018,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
24930,Matthew Baker,481,4,16509,1,1,2,4,7,124,Need Attention,365+ Days,3-5 Purchases,High
24935,Brittney Leon,4,8,31422,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
24937,Anna Collier,12,7,22028,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
24938,Janet Williamson,211,6,19525,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
24940,Samantha Moody,7,11,31331,1,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High
24947,Christina Daniels,90,5,15283,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
24967,Donna Brown,270,4,16191,1,2,2,4,8,224,Need Attention,181-365 Days,3-5 Purchases,High
24982,Kimberly Lin,149,6,18995,1,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High
24996,Aaron Kennedy,101,8,23611,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
25018,Michael Sullivan,325,6,15104,1,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High
25022,Desiree Solis,25,7,18167,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
25025,Brenda Melton,2,9,27390,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
25027,Jean Mccoy,28,7,18427,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
25028,Matthew Mcdaniel MD,20,6,17999,1,5,4,4,13,544,Champions,0-30 Days,6-10 Purchases,High
25044,Jonathan Hanson,86,11,29745,1,4,5,5,14,455,Champions,61-90 Days,10+ Purchases,Very High
25047,Paul Dodson,20,5,16740,1,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High
25054,Lisa Kelly,237,6,21538,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High
25082,Adam Smith,81,6,16896,1,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High
25105,John Smith,67,5,17596,1,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High
25111,Brian Stark,471,7,20385,1,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High
25116,Janice Warren,30,9,26112,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
25142,Holly Herring,275,7,16258,1,2,5,4,11,254,At Risk,181-365 Days,6-10 Purchases,High
25147,James Moreno,80,7,18283,1,4,5,4,13,454,Champions,61-90 Days,6-10 Purchases,High
25155,Juan Reed,124,6,17144,1,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High
25161,Debra Elliott,21,8,31054,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
25203,Victoria Hughes,54,6,17071,1,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High
25222,Alexis Lopez,17,7,17901,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
25236,Darlene Smith,78,8,28934,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
25244,Kevin Ponce,10,8,20781,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
25295,Laurie Lopez,48,9,24805,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
25297,William Garcia,205,7,20701,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
25321,Thomas Rubio,141,9,26705,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
25328,Brian Gutierrez MD,43,12,34629,1,5,5,5,15,555,Champions,31-60 Days,10+ Purchases,Very High
25342,Kelly Jordan,632,6,17814,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
25368,Charles Clark,189,8,27537,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
25387,Patrick Anderson,43,4,15176,1,5,2,4,11,524,Potential Loyalists,31-60 Days,3-5 Purchases,High
25388,Alicia Stewart,376,7,15357,1,2,5,4,11,254,At Risk,365+ Days,6-10 Purchases,High
25404,Matthew Shaw,62,10,20722,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
25412,Scott Green,251,5,16993,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High
25413,Jennifer Lee,433,5,14864,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High
25417,Jacqueline Graham,11,7,19073,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
25433,Michelle George,479,6,18029,1,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High
25473,Erin Leonard,163,7,14808,1,3,5,4,12,354,Loyal Customers,91-180 Days,6-10 Purchases,High
25484,Donald Carter,29,8,19170,1,5,5,4,14,554,Champions,0-30 Days,6-10 Purchases,High
25493,Katherine Campbell,2,6,20105,1,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High
25515,Tracy Wilson,177,7,17586,1,3,5,4,12,354,Loyal Customers,91-180 Days,6-10 Purchases,High
25521,Susan Kennedy,17,5,17460,1,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High
25526,Corey Ramos,126,8,15187,1,4,5,4,13,454,Champions,91-180 Days,6-10 Purchases,High
25544,Brian Gardner,123,9,20524,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
25578,Jennifer Lang,185,6,14872,1,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High
25586,John Fitzgerald,33,7,16172,1,5,5,4,14,554,Champions,31-60 Days,6-10 Purchases,High
25600,Richard Schultz,236,5,16935,1,3,3,4,10,334,Need Attention,181-365 Days,3-5 Purchases,High
25631,Gregory Smith,119,7,21623,1,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High
25633,Jennifer Kerr,611,7,17957,1,1,5,4,10,154,At Risk,365+ Days,6-10 Purchases,High
25640,Matthew Martin,144,6,23923,1,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High
25647,Tiffany Tate,55,5,16410,1,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High
25649,Nicholas Hall,60,6,16110,1,4,4,4,12,444,Champions,31-60 Days,6-10 Purchases,High
25661,Karen Richmond,45,11,25233,1,5,5,5,15,555,Champions,31-60 Days,10+ Purchases,Very High
25666,Kevin Hubbard,36,6,20935,1,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High
25675,Dr. Joel Banks MD,128,7,17865,1,4,5,4,13,454,Champions,91-180 Days,6-10 Purchases,High
25683,Sabrina Peck,45,6,22184,1,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High
25705,Laura Rhodes,137,10,28189,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High
25706,Carla Green,24,11,30165,1,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High
25722,Rebecca Rodriguez,51,10,34782,1,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High
25724,Monica Kelly,27,5,22126,1,5,3,5,13,535,Potential Loyalists,0-30 Days,3-5 Purchases,Very High
25743,Douglas Mitchell,23,5,16180,1,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High
25757,Mrs. Michelle Maldonado,19,9,23770,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High
25761,Jennifer Lewis,32,6,17588,1,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High
25765,Mark Weeks,66,8,19778,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High
25798,Yvette Garrison,197,8,26771,1,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High
25844,Dale Ewing,134,7,16211,1,4,5,4,13,454,Champions,91-180 Days,6-10 Purchases,High
