customer_id,customer_name,total_spend,purchase_frequency,total_quantity,average_order_value,average_product_price,first_purchase_date,last_purchase_date,total_returns,churn,recency,customer_tenure_days,customer_tenure_months,return_rate,return_rate_pct,customer_age,gender,preferred_category,preferred_payment_method
18844,Cynthia Osborn,24554,9,31,2728.222222222222,292.6666666666667,2020-01-30 20:08:05,2023-07-20 12:34:52,6.0,0,56,1266,42.2,0.6666666666666666,66.67,52,Male,Clothing,PayPal
18845,Stacey Fisher,5854,2,9,2927.0,78.5,2020-07-01 13:56:02,2020-09-25 02:15:59,1.0,0,1085,85,2.8,0.5,50.0,55,Female,Clothing,Cash
18846,Cody Davis,12238,6,18,2039.6666666666667,371.8333333333333,2021-01-20 10:02:12,2022-10-23 21:14:49,3.0,0,326,641,21.4,0.5,50.0,64,Male,Books,Credit Card
18847,Sharon Barber,4793,1,3,4793.0,400.0,2020-02-04 06:21:18,2020-02-04 06:21:18,0.0,0,1319,0,0.0,0.0,0.0,50,Female,Books,Crypto
18848,Eric Smith,14214,7,25,2030.5714285714287,370.57142857142856,2020-06-17 16:14:48,2022-09-28 03:09:48,3.0,0,352,832,27.7,0.42857142857142855,42.86,35,Male,Books,Credit Card
18849,Diane Garcia,11077,4,14,2769.25,333.5,2020-07-18 18:13:24,2023-03-17 15:34:09,1.0,0,181,971,32.4,0.25,25.0,57,Female,Clothing,Credit Card
18850,Christine Campbell,9342,4,13,2335.5,292.0,2021-09-01 22:51:52,2023-07-21 20:04:24,2.0,0,55,687,22.9,0.5,50.0,61,Male,Books,Cash
18851,Robert Watkins,11072,4,18,2768.0,349.25,2020-06-12 14:58:33,2021-12-10 04:13:56,2.0,0,644,545,18.2,0.5,50.0,61,Female,Home,PayPal
18852,Matthew Zuniga,1931,2,8,965.5,231.0,2021-05-20 00:57:48,2023-08-03 23:32:11,0.0,0,42,805,26.8,0.0,0.0,47,Male,Clothing,Crypto
18853,Justin Cunningham,11019,4,11,2754.75,398.0,2020-03-23 11:48:24,2022-11-02 23:40:50,2.0,1,316,954,31.8,0.5,50.0,23,Male,Clothing,PayPal
18854,Patricia Schultz,4884,3,11,1628.0,230.0,2020-03-10 18:19:35,2023-06-02 00:00:10,1.0,0,105,1178,39.3,0.3333333333333333,33.33,23,Male,Books,Cash
18855,Daniel Blair,15110,6,23,2518.3333333333335,364.3333333333333,2020-11-01 06:22:02,2023-02-04 06:04:36,4.0,1,223,824,27.5,0.6666666666666666,66.67,47,Female,Books,PayPal
18856,Nicole Bryan,9989,3,10,3329.6666666666665,327.3333333333333,2020-02-03 17:55:15,2023-08-28 11:13:12,1.0,0,18,1301,43.4,0.3333333333333333,33.33,25,Male,Clothing,Credit Card
18857,Rose Osborn,6995,4,15,1748.75,289.25,2020-01-05 21:59:02,2022-12-15 03:07:02,1.0,0,274,1074,35.8,0.25,25.0,68,Female,Electronics,Credit Card
18858,Joseph Charles,30135,9,21,3348.3333333333335,270.3333333333333,2021-05-07 07:33:36,2023-08-17 11:36:36,5.0,0,29,832,27.7,0.5555555555555556,55.56,57,Female,Books,PayPal
18859,Cindy Watson,9618,2,5,4809.0,325.5,2020-11-23 14:12:39,2023-02-26 22:49:20,0.0,0,200,825,27.5,0.0,0.0,32,Male,Books,Cash
18860,Justin Mcfarland,30519,9,30,3391.0,313.0,2020-04-20 12:31:23,2023-06-09 22:25:55,5.0,0,97,1145,38.2,0.5555555555555556,55.56,59,Female,Clothing,Credit Card
18861,Anna Powell,11139,5,10,2227.8,281.0,2020-02-03 20:30:12,2023-01-04 13:40:22,1.0,0,253,1065,35.5,0.2,20.0,42,Male,Home,PayPal
18862,Stacy Salinas,10772,4,11,2693.0,333.5,2020-06-24 06:13:11,2022-10-25 05:15:51,3.0,0,325,852,28.4,0.75,75.0,21,Female,Home,Credit Card
18863,Damon Ellison,14153,5,21,2830.6,308.0,2020-06-06 01:10:58,2022-01-22 07:27:44,1.0,0,601,595,19.8,0.2,20.0,32,Female,Books,Cash
18864,Fernando Patterson,19185,6,19,3197.5,329.8333333333333,2020-08-19 00:36:40,2022-09-26 07:54:15,1.0,0,354,768,25.6,0.16666666666666666,16.67,65,Female,Books,Credit Card
18865,Cristian Washington,17273,5,13,3454.6,200.4,2020-08-28 02:13:17,2023-05-26 21:27:52,2.0,0,111,1001,33.4,0.4,40.0,36,Female,Clothing,Cash
18866,Mrs. Tonya Neal MD,10242,3,9,3414.0,272.0,2021-09-26 02:05:42,2022-07-01 13:53:53,3.0,0,440,278,9.3,1.0,100.0,51,Male,Books,Credit Card
18867,Samantha Dorsey,10781,4,10,2695.25,255.75,2020-05-06 10:58:53,2022-12-30 02:04:30,2.0,1,259,967,32.2,0.5,50.0,39,Female,Clothing,Credit Card
18868,Yvonne Munoz,8341,4,7,2085.25,198.75,2020-01-09 08:50:28,2023-08-22 08:30:07,1.0,1,24,1320,44.0,0.25,25.0,56,Male,Clothing,Credit Card
18869,Jared Hicks,6945,2,9,3472.5,153.5,2020-07-30 10:26:35,2023-03-01 19:49:12,1.0,1,197,944,31.5,0.5,50.0,59,Female,Books,PayPal
18870,Derrick Moore,9488,3,7,3162.6666666666665,240.0,2022-03-21 18:40:10,2023-06-23 23:46:50,2.0,0,83,459,15.3,0.6666666666666666,66.67,21,Male,Clothing,Credit Card
18871,Mark Barnes,7981,3,6,2660.3333333333335,330.6666666666667,2020-03-01 13:02:43,2022-12-30 22:06:09,2.0,0,258,1034,34.5,0.6666666666666666,66.67,42,Female,Books,PayPal
18872,Gina Santiago,16544,5,19,3308.8,276.0,2020-02-27 05:39:22,2022-06-01 14:04:34,4.0,0,470,825,27.5,0.8,80.0,36,Female,Books,Credit Card
18873,Philip Christensen,4997,3,9,1665.6666666666667,114.0,2020-10-03 17:19:52,2021-12-14 21:35:18,0.0,1,639,437,14.6,0.0,0.0,65,Female,Books,Credit Card
18874,David Mills,26742,9,32,2971.3333333333335,265.1111111111111,2020-05-25 04:32:41,2023-05-20 20:36:39,3.0,0,117,1090,36.3,0.3333333333333333,33.33,39,Female,Clothing,Cash
18875,Sarah Munoz,13771,3,10,4590.333333333333,181.66666666666666,2022-08-14 01:15:17,2023-06-02 04:05:50,2.0,1,105,292,9.7,0.6666666666666666,66.67,53,Female,Clothing,Credit Card
18876,Joseph Smith,14782,5,16,2956.4,329.8,2020-01-21 04:57:44,2023-06-01 06:53:30,3.0,0,106,1227,40.9,0.6,60.0,65,Female,Home,Credit Card
18877,Brittany Romero,21451,8,25,2681.375,263.875,2020-01-21 04:22:34,2023-01-10 18:12:28,2.0,1,247,1085,36.2,0.25,25.0,70,Female,Clothing,Cash
18878,Michael Garcia Jr.,12200,5,8,2440.0,240.8,2020-09-06 14:15:57,2022-10-13 23:48:01,2.0,0,336,767,25.6,0.4,40.0,65,Male,Clothing,Cash
18879,Kathryn Phillips,19380,7,15,2768.5714285714284,321.7142857142857,2020-11-07 19:40:56,2023-01-17 10:36:05,2.0,0,241,800,26.7,0.2857142857142857,28.57,25,Male,Clothing,Credit Card
18880,Jeffery Barnett,6839,3,13,2279.6666666666665,311.6666666666667,2021-01-05 06:19:46,2022-04-02 11:32:28,2.0,0,531,452,15.1,0.6666666666666666,66.67,53,Male,Books,PayPal
18881,Christian Saunders,19620,7,17,2802.8571428571427,181.0,2020-06-30 10:14:03,2023-03-06 08:38:09,4.0,0,193,978,32.6,0.5714285714285714,57.14,39,Female,Clothing,Credit Card
18882,Gregory Mccarthy,27909,8,28,3488.625,164.0,2020-01-26 01:20:35,2023-08-05 16:13:42,3.0,0,40,1287,42.9,0.375,37.5,19,Female,Clothing,Cash
18883,Brian Miller,12164,4,10,3041.0,265.25,2021-07-26 05:57:35,2023-05-01 06:51:54,2.0,1,137,644,21.5,0.5,50.0,68,Male,Clothing,Credit Card
18884,Jodi Rogers,30371,10,32,3037.1,263.3,2020-04-20 02:41:32,2023-07-04 08:40:40,3.0,1,73,1170,39.0,0.3,30.0,44,Female,Books,Cash
18885,Mr. Kevin Smith,21216,9,27,2357.3333333333335,304.3333333333333,2020-01-16 11:41:06,2023-07-31 16:14:48,6.0,0,45,1292,43.1,0.6666666666666666,66.67,59,Female,Clothing,Credit Card
18886,Keith Anderson,11208,5,22,2241.6,296.4,2020-05-11 01:48:51,2023-05-22 02:45:15,5.0,0,116,1106,36.9,1.0,100.0,66,Male,Home,Credit Card
18887,Gary Burns Jr.,11406,5,15,2281.2,294.2,2020-01-20 17:31:38,2022-07-12 18:49:03,2.0,0,429,904,30.1,0.4,40.0,41,Female,Clothing,Credit Card
18888,Bradley Sawyer,7812,4,16,1953.0,277.0,2020-02-21 00:17:46,2021-07-16 18:02:00,0.0,0,790,511,17.0,0.0,0.0,25,Female,Books,PayPal
18889,Margaret Garrison,25415,8,28,3176.875,250.75,2020-02-24 03:30:52,2023-04-20 17:37:37,3.0,0,147,1151,38.4,0.375,37.5,35,Female,Electronics,Credit Card
18890,Jonathan Burgess,16824,5,14,3364.8,298.4,2020-12-09 02:43:26,2023-08-02 07:55:42,2.0,0,44,966,32.2,0.4,40.0,53,Male,Clothing,Credit Card
18891,Toni Thomas,11754,3,6,3918.0,120.0,2021-05-22 19:57:30,2023-06-06 12:58:20,1.0,0,100,744,24.8,0.3333333333333333,33.33,24,Male,Books,Credit Card
18892,James Garcia,9500,4,14,2375.0,280.75,2020-08-23 22:45:29,2022-08-14 09:47:33,1.0,0,397,720,24.0,0.25,25.0,67,Female,Books,Cash
18893,Courtney Hines,20011,6,21,3335.1666666666665,317.1666666666667,2020-01-02 23:32:50,2023-07-10 12:57:08,1.0,0,66,1284,42.8,0.16666666666666666,16.67,32,Male,Home,PayPal
18894,Tamara Brock,9464,5,20,1892.8,186.2,2020-07-26 06:18:45,2022-03-02 01:37:25,1.0,0,562,583,19.4,0.2,20.0,23,Male,Clothing,PayPal
18895,Theresa Hernandez,17771,7,14,2538.714285714286,314.0,2021-04-28 05:08:18,2023-02-08 06:56:25,3.0,0,219,651,21.7,0.42857142857142855,42.86,49,Male,Clothing,PayPal
18896,Lisa Cooper,20335,8,31,2541.875,281.625,2020-07-17 13:29:45,2023-04-04 07:39:43,5.0,0,164,990,33.0,0.625,62.5,53,Female,Home,Credit Card
18897,Andrew Brown,27467,11,31,2497.0,208.8181818181818,2020-02-22 22:24:21,2023-07-24 06:18:46,4.0,0,53,1247,41.6,0.36363636363636365,36.36,34,Female,Books,Credit Card
18898,Randy Morales,23161,5,15,4632.2,180.8,2020-03-30 13:09:12,2022-01-02 10:21:34,2.0,0,621,642,21.4,0.4,40.0,65,Female,Books,PayPal
18899,Carmen Mendez,19489,11,36,1771.7272727272727,192.54545454545453,2020-02-15 23:18:49,2023-08-21 03:39:17,6.0,0,25,1282,42.7,0.5454545454545454,54.55,41,Male,Electronics,Credit Card
18900,Deanna Salazar,6843,4,15,1710.75,260.75,2020-10-07 06:31:17,2023-07-21 16:54:04,2.0,0,55,1017,33.9,0.5,50.0,32,Male,Clothing,PayPal
18901,Jennifer Carlson,17097,8,23,2137.125,237.625,2020-01-18 23:31:37,2023-02-05 19:03:52,2.0,0,221,1113,37.1,0.25,25.0,22,Male,Books,Cash
18902,Bryan Lowe,8520,3,8,2840.0,287.3333333333333,2022-05-31 15:00:54,2023-05-02 21:53:44,0.0,0,135,336,11.2,0.0,0.0,32,Male,Books,Credit Card
18903,Caitlin Hunt,13842,4,12,3460.5,144.5,2020-03-26 12:21:01,2023-09-10 12:45:21,1.0,1,4,1263,42.1,0.25,25.0,68,Male,Clothing,Credit Card
18904,Nicole Colon,1712,2,8,856.0,270.0,2022-11-27 18:46:10,2023-05-19 04:24:04,0.0,0,119,172,5.7,0.0,0.0,22,Female,Books,Cash
18905,Jacqueline Rubio,4429,2,7,2214.5,267.5,2021-03-06 05:58:00,2021-05-15 13:42:10,1.0,1,852,70,2.3,0.5,50.0,64,Female,Books,Credit Card
18906,Angela Aguilar,12060,3,5,4020.0,293.0,2020-02-27 18:01:27,2022-05-24 02:19:31,2.0,0,479,816,27.2,0.6666666666666666,66.67,26,Female,Clothing,Crypto
18907,Megan Obrien,23971,8,22,2996.375,332.5,2020-03-26 07:55:34,2023-02-07 13:54:36,5.0,1,219,1048,34.9,0.625,62.5,55,Female,Books,Credit Card
18908,Matthew Campbell,25105,7,26,3586.4285714285716,326.7142857142857,2020-04-21 15:29:16,2022-05-06 08:17:28,4.0,0,497,744,24.8,0.5714285714285714,57.14,20,Male,Books,PayPal
18909,James Spears,14182,4,13,3545.5,248.0,2020-04-24 13:13:20,2022-04-18 18:58:23,0.0,0,514,724,24.1,0.0,0.0,35,Male,Home,Credit Card
18910,Amanda Anderson,17059,6,18,2843.1666666666665,194.5,2020-03-02 21:47:14,2022-11-29 08:44:42,3.0,0,290,1001,33.4,0.5,50.0,51,Male,Books,Credit Card
18911,Kelly Buchanan,12868,6,19,2144.6666666666665,241.16666666666666,2020-06-20 17:15:35,2023-09-02 01:07:53,3.0,0,13,1168,38.9,0.5,50.0,57,Male,Books,Credit Card
18913,Nicole White,33090,10,27,3309.0,269.1,2020-01-07 20:29:48,2023-05-19 07:57:15,3.0,0,119,1227,40.9,0.3,30.0,19,Male,Clothing,Credit Card
18914,Anthony Mccall,4846,2,9,2423.0,154.0,2021-03-24 22:07:23,2022-10-16 22:11:28,1.0,0,333,571,19.0,0.5,50.0,61,Male,Books,Cash
18915,Stephanie Cruz,30307,11,36,2755.181818181818,225.45454545454547,2020-06-18 21:05:46,2023-04-11 11:12:25,3.0,0,157,1026,34.2,0.2727272727272727,27.27,22,Female,Clothing,PayPal
18916,Erin Ferguson,5341,4,10,1335.25,187.75,2020-08-18 20:44:41,2022-05-09 20:32:52,0.0,0,493,628,20.9,0.0,0.0,23,Female,Clothing,Credit Card
18917,Michelle Watts,19372,7,19,2767.4285714285716,188.0,2020-06-17 07:47:23,2022-10-11 05:25:24,4.0,0,339,845,28.2,0.5714285714285714,57.14,39,Female,Electronics,Credit Card
18919,Joshua Brooks,14483,6,17,2413.8333333333335,223.66666666666666,2020-06-11 06:57:29,2023-01-30 12:35:39,3.0,0,227,963,32.1,0.5,50.0,67,Male,Books,PayPal
18920,Michael Johnson,11252,4,8,2813.0,199.0,2020-06-11 22:06:39,2023-08-11 00:19:02,0.0,0,35,1155,38.5,0.0,0.0,39,Male,Home,PayPal
18921,Daniel Burgess,4156,2,5,2078.0,240.0,2021-01-07 02:50:45,2022-10-08 06:29:42,1.0,0,342,639,21.3,0.5,50.0,50,Male,Clothing,Cash
18922,Kevin Mccarthy,7448,3,11,2482.6666666666665,173.33333333333334,2022-02-27 19:58:11,2023-01-19 08:47:14,1.0,0,239,325,10.8,0.3333333333333333,33.33,35,Male,Books,Cash
18923,Jessica Jackson,13080,4,12,3270.0,288.5,2020-05-11 08:57:14,2022-11-10 09:24:45,1.0,0,309,913,30.4,0.25,25.0,42,Female,Books,Credit Card
18924,Rachel Camacho DVM,24746,9,33,2749.5555555555557,282.3333333333333,2020-01-05 08:49:42,2023-06-20 17:41:54,0.0,1,86,1262,42.1,0.0,0.0,62,Male,Home,PayPal
18925,Chris Burke,33316,12,40,2776.3333333333335,305.8333333333333,2020-08-31 14:48:24,2022-12-12 04:59:23,5.0,0,277,832,27.7,0.4166666666666667,41.67,37,Female,Clothing,PayPal
18926,Chelsea Jones,17053,6,19,2842.1666666666665,395.0,2020-01-22 14:30:47,2023-04-04 15:27:04,4.0,0,163,1168,38.9,0.6666666666666666,66.67,40,Male,Electronics,Credit Card
18927,Joann Young,11880,3,12,3960.0,257.0,2021-02-06 18:37:35,2022-08-09 19:29:06,1.0,0,401,549,18.3,0.3333333333333333,33.33,70,Female,Home,PayPal
18928,Steven Greene,11687,4,14,2921.75,354.5,2022-02-11 08:09:09,2023-08-28 11:45:53,3.0,0,18,563,18.8,0.75,75.0,46,Female,Electronics,Credit Card
18929,Nancy Hampton,14693,4,9,3673.25,378.5,2020-05-20 02:56:47,2023-08-23 18:22:38,0.0,0,22,1190,39.7,0.0,0.0,66,Male,Books,Credit Card
18930,Christine Stone,18441,5,17,3688.2,245.2,2021-02-26 10:11:10,2022-09-21 17:07:15,2.0,0,358,572,19.1,0.4,40.0,49,Male,Books,PayPal
18931,Daniel Ballard,16038,5,21,3207.6,277.2,2020-05-24 09:36:29,2023-02-05 02:29:23,1.0,0,222,986,32.9,0.2,20.0,53,Female,Books,Credit Card
18932,Dr. Courtney Ruiz,8379,3,11,2793.0,314.6666666666667,2020-06-17 12:21:10,2023-06-17 03:33:56,2.0,1,90,1094,36.5,0.6666666666666666,66.67,35,Female,Books,Cash
18933,Keith Fritz,21163,7,26,3023.285714285714,223.14285714285714,2020-06-13 15:18:05,2023-02-02 19:25:13,2.0,0,224,964,32.1,0.2857142857142857,28.57,36,Male,Clothing,Credit Card
18934,Christopher Anderson,6770,2,7,3385.0,428.0,2020-12-24 13:06:50,2021-12-03 10:09:03,0.0,0,651,343,11.4,0.0,0.0,51,Male,Clothing,Credit Card
18935,Leah Sullivan,15179,5,19,3035.8,301.2,2020-01-11 21:39:23,2023-05-02 22:40:06,4.0,0,135,1207,40.2,0.8,80.0,55,Male,Clothing,Cash
18936,Scott Williams,14458,5,18,2891.6,196.0,2020-05-19 11:20:50,2022-12-28 21:09:48,1.0,0,260,953,31.8,0.2,20.0,50,Female,Clothing,Credit Card
18937,Robert Griffith,6130,2,4,3065.0,383.0,2022-05-21 05:47:48,2023-02-11 10:12:27,1.0,0,216,266,8.9,0.5,50.0,43,Male,Books,Cash
18938,Russell Gomez,31358,12,38,2613.1666666666665,173.75,2020-03-16 21:26:44,2023-07-19 08:10:55,8.0,0,58,1219,40.6,0.6666666666666666,66.67,39,Female,Books,Credit Card
18939,Danny Collins,16905,7,23,2415.0,357.0,2020-05-18 22:53:21,2023-01-16 17:55:35,4.0,0,241,972,32.4,0.5714285714285714,57.14,40,Male,Clothing,Credit Card
18940,Carolyn Norman,14476,6,15,2412.6666666666665,325.5,2020-09-21 08:28:01,2023-04-07 17:04:46,4.0,0,160,928,30.9,0.6666666666666666,66.67,51,Female,Clothing,Credit Card
18941,Matthew Alexander,21197,6,20,3532.8333333333335,260.3333333333333,2020-06-13 04:02:26,2023-09-07 07:22:21,3.0,0,8,1181,39.4,0.5,50.0,24,Female,Clothing,Credit Card
18942,Bobby Clark,19751,6,19,3291.8333333333335,296.5,2020-06-22 15:51:33,2023-05-21 00:14:45,5.0,1,117,1062,35.4,0.8333333333333334,83.33,44,Female,Home,Credit Card
18943,Nicholas Wright PhD,4432,2,5,2216.0,261.5,2020-03-15 00:09:56,2022-01-15 16:24:16,0.0,0,607,671,22.4,0.0,0.0,68,Female,Clothing,PayPal
18944,Emily Peterson,24405,7,19,3486.4285714285716,266.57142857142856,2020-04-10 17:01:58,2023-07-26 20:34:41,1.0,0,50,1202,40.1,0.14285714285714285,14.29,45,Female,Clothing,PayPal
18945,Michele Aguilar,15673,5,20,3134.6,333.8,2020-02-06 12:15:56,2023-01-19 00:45:55,5.0,0,239,1077,35.9,1.0,100.0,62,Male,Books,Cash
18946,Mark Gomez,11264,3,6,3754.6666666666665,205.33333333333334,2020-06-22 23:26:16,2022-06-28 14:05:12,1.0,0,443,735,24.5,0.3333333333333333,33.33,70,Male,Home,Cash
18947,Vincent Williams,18966,5,15,3793.2,300.2,2020-05-25 23:26:03,2022-10-20 01:40:24,3.0,0,330,877,29.2,0.6,60.0,45,Female,Books,PayPal
18948,Ryan Kerr,6025,3,12,2008.3333333333333,286.0,2020-08-14 08:02:23,2021-03-09 16:51:13,2.0,0,919,207,6.9,0.6666666666666666,66.67,59,Female,Books,PayPal
18949,Rachel Jones,13256,5,20,2651.2,168.8,2020-04-06 16:58:38,2023-02-26 09:11:36,3.0,0,201,1055,35.2,0.6,60.0,41,Female,Books,Credit Card
18950,Michael Barr,13612,5,15,2722.4,259.6,2020-04-07 03:39:40,2022-03-27 11:56:23,4.0,1,537,719,24.0,0.8,80.0,43,Female,Books,Credit Card
18951,David Chambers,11036,3,7,3678.6666666666665,167.33333333333334,2020-10-12 13:51:36,2022-07-20 06:18:30,0.0,1,422,645,21.5,0.0,0.0,58,Female,Books,Credit Card
18952,Jeffrey Hoover,18920,7,25,2702.8571428571427,266.42857142857144,2021-05-29 16:07:56,2023-07-20 02:31:16,2.0,0,57,781,26.0,0.2857142857142857,28.57,49,Female,Electronics,Credit Card
18953,Franklin Macdonald,15009,6,18,2501.5,223.0,2020-07-24 15:30:21,2023-03-19 00:28:25,4.0,0,180,967,32.2,0.6666666666666666,66.67,58,Female,Clothing,Credit Card
18954,John Black,14470,7,27,2067.1428571428573,199.85714285714286,2020-05-26 03:33:30,2023-07-29 04:41:44,2.0,1,48,1159,38.6,0.2857142857142857,28.57,41,Female,Books,PayPal
18955,Nathan Miller,18091,8,18,2261.375,298.875,2021-02-09 22:41:23,2023-08-18 08:08:00,2.0,0,28,919,30.6,0.25,25.0,69,Male,Books,Credit Card
18956,Brandi Mccoy,19184,6,15,3197.3333333333335,271.5,2020-01-05 20:09:28,2022-04-23 07:19:30,3.0,0,510,838,27.9,0.5,50.0,52,Male,Books,Cash
18957,Ernest Smith,18746,7,23,2678.0,217.0,2020-06-25 01:15:54,2023-08-06 16:55:34,1.0,0,39,1137,37.9,0.14285714285714285,14.29,41,Female,Books,PayPal
18958,Lynn Lopez,20080,6,16,3346.6666666666665,254.0,2020-03-26 06:09:55,2023-06-21 01:49:08,5.0,1,86,1181,39.4,0.8333333333333334,83.33,40,Male,Books,Credit Card
18959,Ashley Smith DDS,8380,2,9,4190.0,148.0,2020-08-14 02:29:14,2023-03-15 20:23:01,1.0,0,183,943,31.4,0.5,50.0,19,Female,Electronics,Credit Card
18960,Sherry Murphy,4525,2,6,2262.5,140.0,2020-06-22 09:57:27,2020-08-04 22:00:39,2.0,0,1136,43,1.4,1.0,100.0,23,Male,Books,Credit Card
18961,Kimberly Mckee,18193,5,13,3638.6,226.6,2020-06-12 01:06:49,2021-06-01 08:48:20,1.0,0,836,354,11.8,0.2,20.0,28,Female,Books,Credit Card
18962,Adam Jacobson,19716,6,15,3286.0,301.3333333333333,2020-01-15 19:37:02,2023-04-16 13:00:04,3.0,0,151,1186,39.5,0.5,50.0,38,Female,Books,Credit Card
18963,Joseph Thomas,9803,4,12,2450.75,153.75,2022-01-28 14:38:51,2023-01-27 07:02:11,1.0,0,231,363,12.1,0.25,25.0,26,Male,Clothing,Cash
18964,Mr. Aaron Wilson,4892,1,5,4892.0,65.0,2023-01-21 01:55:35,2023-01-21 01:55:35,0.0,0,237,0,0.0,0.0,0.0,69,Male,Clothing,Cash
18965,Nathan Smith,10568,5,13,2113.6,221.2,2020-04-18 17:25:28,2023-06-14 03:43:04,4.0,1,93,1151,38.4,0.8,80.0,46,Male,Home,Cash
18966,Bradley Perez,14314,4,13,3578.5,157.25,2020-05-28 06:25:16,2022-09-18 08:08:16,2.0,0,362,843,28.1,0.5,50.0,23,Female,Books,Credit Card
18967,Nicholas Boyd,27082,10,28,2708.2,252.8,2020-05-05 00:48:24,2023-08-13 23:23:20,3.0,0,32,1195,39.8,0.3,30.0,50,Female,Books,Credit Card
18968,Michael Watson,12077,4,10,3019.25,339.0,2020-01-07 20:12:06,2023-02-15 08:22:52,3.0,0,212,1134,37.8,0.75,75.0,34,Female,Clothing,Credit Card
18969,Joy Moss,3639,2,7,1819.5,262.5,2021-06-27 03:54:15,2022-09-15 13:24:53,2.0,0,364,445,14.8,1.0,100.0,53,Female,Clothing,Credit Card
18971,Judy Beasley,13312,7,20,1901.7142857142858,193.85714285714286,2020-04-16 05:29:37,2022-11-26 05:46:04,2.0,0,293,954,31.8,0.2857142857142857,28.57,37,Female,Books,Credit Card
18972,Amanda Clark,9791,4,17,2447.75,368.75,2020-01-10 23:01:31,2022-02-28 07:32:27,1.0,0,564,779,26.0,0.25,25.0,70,Male,Electronics,Credit Card
18973,Krista Davidson,26846,8,26,3355.75,304.375,2021-05-20 20:44:50,2023-03-16 16:48:56,3.0,0,182,664,22.1,0.375,37.5,37,Male,Clothing,Crypto
18974,Debra Mack,15619,6,16,2603.1666666666665,218.5,2020-10-23 14:36:54,2022-11-24 19:37:54,3.0,0,294,762,25.4,0.5,50.0,34,Male,Books,Credit Card
18975,Mary Wood,21839,7,22,3119.8571428571427,195.42857142857142,2020-10-24 11:14:56,2023-03-15 09:11:41,3.0,0,184,871,29.0,0.42857142857142855,42.86,61,Male,Books,Credit Card
18976,Donald Allen,3565,3,8,1188.3333333333333,294.6666666666667,2020-12-02 14:23:14,2023-08-21 22:48:38,3.0,0,24,992,33.1,1.0,100.0,28,Female,Books,Cash
18977,Connie Lewis,30119,9,27,3346.5555555555557,302.8888888888889,2020-06-25 23:01:41,2022-09-10 14:08:09,5.0,0,369,806,26.9,0.5555555555555556,55.56,55,Female,Books,PayPal
18978,Christopher Johnson,1803,2,8,901.5,326.5,2022-07-04 18:54:18,2023-03-20 05:20:13,1.0,0,179,258,8.6,0.5,50.0,58,Male,Books,Credit Card
18979,Nathan Hughes,11613,5,19,2322.6,306.6,2021-01-01 00:48:49,2023-06-22 04:10:55,3.0,0,85,902,30.1,0.6,60.0,21,Male,Home,Credit Card
18980,Megan Murillo,30845,11,34,2804.090909090909,221.1818181818182,2020-04-24 00:10:55,2023-07-29 01:59:40,4.0,0,48,1191,39.7,0.36363636363636365,36.36,26,Male,Clothing,Credit Card
18981,Monica Taylor,13771,3,7,4590.333333333333,334.0,2020-03-09 15:45:06,2020-12-20 03:24:41,2.0,0,999,285,9.5,0.6666666666666666,66.67,25,Male,Clothing,Cash
18982,Margaret Gonzalez,3992,3,10,1330.6666666666667,333.6666666666667,2021-06-28 21:30:12,2023-05-29 16:24:29,1.0,1,108,699,23.3,0.3333333333333333,33.33,56,Female,Home,Cash
18983,Nathaniel Bradshaw,27087,9,23,3009.6666666666665,171.33333333333334,2020-04-13 07:18:52,2023-06-22 02:31:22,3.0,0,85,1164,38.8,0.3333333333333333,33.33,61,Male,Clothing,Credit Card
18984,Brian Edwards,14620,5,15,2924.0,175.2,2020-03-28 04:40:19,2023-08-13 23:25:03,0.0,0,32,1233,41.1,0.0,0.0,65,Male,Home,PayPal
18985,Nicole Harrison,21325,6,22,3554.1666666666665,177.0,2020-01-30 01:55:04,2023-03-07 21:49:57,3.0,0,191,1132,37.7,0.5,50.0,58,Male,Home,PayPal
18986,Rita Tran,15535,5,16,3107.0,224.6,2021-05-24 03:44:15,2023-03-29 19:05:33,0.0,0,169,674,22.5,0.0,0.0,50,Male,Electronics,PayPal
18987,Maurice Davis,11271,3,9,3757.0,302.3333333333333,2021-01-02 22:10:22,2021-10-01 03:11:18,1.0,0,714,271,9.0,0.3333333333333333,33.33,52,Male,Books,Cash
18988,Ronald Owens,12356,5,18,2471.2,192.0,2020-06-28 09:25:52,2023-03-16 12:55:31,3.0,0,182,991,33.0,0.6,60.0,67,Female,Books,Credit Card
18989,David Garcia,5702,2,4,2851.0,281.0,2021-08-28 17:36:52,2023-06-09 05:40:40,2.0,0,98,649,21.6,1.0,100.0,47,Male,Books,Credit Card
18990,Kevin Mann PhD,18076,7,22,2582.285714285714,277.2857142857143,2021-11-21 15:22:11,2023-09-05 16:29:27,5.0,0,9,653,21.8,0.7142857142857143,71.43,47,Male,Electronics,Credit Card
18991,Michael Carter,27389,7,18,3912.714285714286,237.0,2020-04-15 04:19:33,2023-04-15 03:17:52,4.0,0,153,1094,36.5,0.5714285714285714,57.14,37,Male,Home,Credit Card
18992,Traci Greene,10056,6,17,1676.0,179.83333333333334,2020-03-09 16:33:57,2022-10-02 21:20:45,3.0,0,347,937,31.2,0.5,50.0,47,Female,Clothing,Credit Card
