customer_id,customer_name,recency,frequency,monetary,churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Code,Customer_Segment,Recency_Group,Frequency_Group,Monetary_Group,Churn_Risk
17531,Sharon Short,135,5,18780,0,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High,Low Risk
17532,Michelle Lawson,71,2,5921,0,4,1,1,6,411,New Customers,61-90 Days,2 Purchases,Very Low,Low Risk
17533,Patrick Jackson,40,5,7895,0,5,3,2,10,532,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
17534,Tanner Smith,126,7,15961,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
17535,Melissa Jenkins,74,9,23805,1,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Churned
17536,Mary Knight,83,5,16196,0,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High,Low Risk
17537,Anna Price,17,4,13116,0,5,2,3,10,523,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Low Risk
17538,Tracy Myers,385,3,4445,0,2,1,1,4,211,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
17539,Taylor Lloyd,493,5,12088,0,1,3,3,7,133,At Risk,365+ Days,3-5 Purchases,Medium,Medium Risk
17540,Alexis Foster,139,7,14377,0,3,4,3,10,343,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Moderate Risk
17541,Hannah Hayes,212,6,16356,0,3,4,4,11,344,Loyal Customers,181-365 Days,6-10 Purchases,High,Moderate Risk
17542,Cody Vasquez,608,8,17558,0,1,5,4,10,154,At Risk,365+ Days,6-10 Purchases,High,Medium Risk
17543,William Morse,685,3,5709,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
17544,Tommy Johnson,44,4,13225,0,5,2,3,10,523,Potential Loyalists,31-60 Days,3-5 Purchases,Medium,Low Risk
17545,Sabrina White,270,4,11909,0,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
17546,Kevin Edwards,247,5,9364,0,2,3,2,7,232,Others,181-365 Days,3-5 Purchases,Low,Medium Risk
17547,Luis Chavez,176,3,4928,0,3,1,1,5,311,Others,91-180 Days,3-5 Purchases,Very Low,Moderate Risk
17548,Joshua Roman,322,4,13357,0,2,2,3,7,223,Need Attention,181-365 Days,3-5 Purchases,Medium,High Risk
17549,Mrs. Annette Lopez,615,5,16079,1,1,3,4,8,134,At Risk,365+ Days,3-5 Purchases,High,Churned
17550,Tyrone Mills,6,9,20984,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Churned
17551,Emily Jones,150,6,20310,0,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
17552,Joseph Warner,26,7,19412,0,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
17553,Deborah Blake,136,5,17991,0,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High,Low Risk
17554,Danielle Ross,830,4,12418,1,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,Churned
17555,Nicole Jordan,248,6,14792,0,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Medium Risk
17556,Sarah Carpenter,174,6,11012,0,3,4,2,9,342,Others,91-180 Days,6-10 Purchases,Low,Moderate Risk
17557,Natasha Thomas,233,8,21314,0,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
17558,Christina Lee,155,3,2447,1,3,1,1,5,311,Others,91-180 Days,3-5 Purchases,Very Low,Churned
17559,Marco Cardenas,68,7,20129,0,4,4,5,13,445,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
17560,Jamie Fitzpatrick,106,6,19549,0,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
17561,Rachel Quinn,190,7,21830,0,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
17562,Shelby Anderson,309,5,16700,1,2,3,4,9,234,At Risk,181-365 Days,3-5 Purchases,High,Churned
17563,Gregory Salas,968,1,4260,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
17564,Patrick Trujillo,26,10,19622,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Churned
17565,William Johnson,887,3,5424,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
17566,James Baldwin,22,8,23305,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
17567,Joseph Ellis,11,10,21269,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
17568,Ronnie Gordon,45,4,11161,0,5,2,2,9,522,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
17569,Patricia Wells,407,4,4878,1,2,2,1,5,221,Hibernating,365+ Days,3-5 Purchases,Very Low,Churned
17570,Stephen Rodriguez,577,2,2481,1,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,Churned
17571,Maria Porter,58,3,10522,0,5,1,2,8,512,New Customers,31-60 Days,3-5 Purchases,Low,Low Risk
17572,Jennifer Shepard,460,2,4172,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
17573,Marie Baker,95,2,6283,0,4,1,1,6,411,New Customers,91-180 Days,2 Purchases,Very Low,Low Risk
17574,Natalie Keller,78,6,18099,0,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High,Low Risk
17575,Jacqueline Lopez,735,3,7934,0,1,1,2,4,112,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
17576,Jonathan Molina,154,6,24292,0,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
17577,Erika Terry,59,6,14399,0,5,4,3,12,543,Loyal Customers,31-60 Days,6-10 Purchases,Medium,Low Risk
17578,Frederick Cortez,217,8,20189,0,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
17579,Austin Dawson,127,6,20396,1,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High,Churned
17580,Aaron Drake,105,4,18619,1,4,2,4,10,424,Potential Loyalists,91-180 Days,3-5 Purchases,High,Churned
17581,Ian Jacobs,44,7,17941,0,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High,Low Risk
17582,Robert Butler,52,7,15709,0,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High,Low Risk
17583,Sandy Frazier,412,4,10381,0,2,2,2,6,222,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
17584,Sarah Smith,172,6,17053,0,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High,Moderate Risk
17585,Kelsey Baker,651,3,5476,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
17586,David Fernandez,124,6,22507,0,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
17587,Jordan Willis,157,6,19573,0,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
17588,Michael Cox,248,3,10531,0,2,1,2,5,212,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
17589,Sarah Johnson,52,4,8245,0,5,2,2,9,522,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
17590,Jennifer Benitez,225,4,8703,0,3,2,2,7,322,Others,181-365 Days,3-5 Purchases,Low,Moderate Risk
17591,Jonathan Lopez,33,5,16144,0,5,3,4,12,534,Potential Loyalists,31-60 Days,3-5 Purchases,High,Low Risk
17592,Jessica Ross,171,8,20727,0,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
17593,Andrew Sanchez,189,4,11468,1,3,2,3,8,323,Need Attention,181-365 Days,3-5 Purchases,Medium,Churned
17594,Stephanie Brady,11,11,22649,0,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High,Low Risk
17595,David Scott,158,3,11063,0,3,1,2,6,312,Others,91-180 Days,3-5 Purchases,Low,Moderate Risk
17596,Gregory Hudson,449,3,3691,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
17597,Erica Davis,307,5,13920,0,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Medium Risk
17598,Christopher Smith,7,4,15322,1,5,2,4,11,524,Potential Loyalists,0-30 Days,3-5 Purchases,High,Churned
17599,Amanda Gallegos,669,7,15487,0,1,4,4,9,144,At Risk,365+ Days,6-10 Purchases,High,Medium Risk
17600,Timothy Wolf,1092,3,12519,1,1,1,3,5,113,Need Attention,365+ Days,3-5 Purchases,Medium,Churned
17601,William Chang,94,6,10899,0,4,4,2,10,442,Potential Loyalists,91-180 Days,6-10 Purchases,Low,Low Risk
17602,Theresa Thompson,300,9,28568,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
17603,Tony Torres,457,6,9267,0,1,4,2,7,142,Others,365+ Days,6-10 Purchases,Low,Medium Risk
17604,Lindsay Ellison,102,6,11504,0,4,4,3,11,443,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Low Risk
17605,James Miller,29,5,15668,0,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High,Low Risk
17606,Nicole Wilson,34,3,6240,0,5,1,1,7,511,New Customers,31-60 Days,3-5 Purchases,Very Low,Low Risk
17607,Ashley Stewart,46,5,8628,0,5,3,2,10,532,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
17608,Whitney Martinez,79,10,31416,0,4,5,5,14,455,Champions,61-90 Days,6-10 Purchases,Very High,Low Risk
17609,Thomas Myers,589,3,2882,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
17610,Michael Harris,125,4,9915,1,4,2,2,8,422,Potential Loyalists,91-180 Days,3-5 Purchases,Low,Churned
17611,Jody Patel,28,8,24472,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Churned
17612,Zachary Chapman,223,3,6235,0,3,1,1,5,311,Others,181-365 Days,3-5 Purchases,Very Low,Moderate Risk
17613,Michael Sanchez,55,6,20022,0,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
17614,Mark Dunn,363,6,17081,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
17615,Juan Stewart,79,6,13557,0,4,4,3,11,443,Loyal Customers,61-90 Days,6-10 Purchases,Medium,Low Risk
17616,Angela Garza,70,5,14771,0,4,3,3,10,433,Potential Loyalists,61-90 Days,3-5 Purchases,Medium,Low Risk
17617,Rachel Armstrong,49,5,13612,0,5,3,3,11,533,Potential Loyalists,31-60 Days,3-5 Purchases,Medium,Low Risk
17618,Jeanette Hernandez,18,7,23935,0,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
17619,Victoria Santiago,270,6,13940,0,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Medium Risk
17620,Jamie Norris,394,5,8843,0,2,3,2,7,232,Others,365+ Days,3-5 Purchases,Low,Medium Risk
17621,Bradley Stevens,8,5,15870,0,5,3,4,12,534,Potential Loyalists,0-30 Days,3-5 Purchases,High,Low Risk
17622,Jason Park,175,4,9392,0,3,2,2,7,322,Others,91-180 Days,3-5 Purchases,Low,Moderate Risk
17623,David Atkinson,147,6,15038,0,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High,Moderate Risk
17624,Mariah Kane,141,7,17223,0,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High,Moderate Risk
17625,Jeffrey White,53,9,23601,0,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
17626,Bruce Watson,245,8,23648,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
17627,Justin Garner,34,1,2530,0,5,1,1,7,511,New Customers,31-60 Days,1 Purchase,Very Low,Low Risk
17628,Michelle Hall,478,4,9663,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
17629,Justin Dean,93,5,13009,1,4,3,3,10,433,Potential Loyalists,91-180 Days,3-5 Purchases,Medium,Churned
17630,Jamie Gibson,115,9,26394,0,4,5,5,14,455,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
17631,Christopher Torres,91,6,12213,1,4,4,3,11,443,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Churned
17632,Kim Perez DDS,65,6,11485,0,4,4,3,11,443,Loyal Customers,61-90 Days,6-10 Purchases,Medium,Low Risk
17633,Nicholas Martinez,698,6,28193,1,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High,Churned
17634,Michelle Garrett,99,6,19570,0,4,4,5,13,445,Champions,91-180 Days,6-10 Purchases,Very High,Low Risk
17635,Shirley Graham,474,6,14502,0,1,4,3,8,143,At Risk,365+ Days,6-10 Purchases,Medium,Medium Risk
17636,Brenda Wheeler,693,4,10775,1,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,Churned
17637,Kevin James,145,3,6265,0,3,1,1,5,311,Others,91-180 Days,3-5 Purchases,Very Low,Moderate Risk
17638,Katherine Curry,361,9,22806,1,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High,Churned
17639,Christine Burton,11,4,9606,0,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Low Risk
17640,Cynthia Montgomery,140,6,15293,0,3,4,4,11,344,Loyal Customers,91-180 Days,6-10 Purchases,High,Moderate Risk
17641,Michael Le,43,9,26174,0,5,5,5,15,555,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
17642,Phillip Wolf,321,1,4833,1,2,1,1,4,211,Hibernating,181-365 Days,1 Purchase,Very Low,Churned
17643,Alexa Burke,230,4,14534,0,3,2,3,8,323,Need Attention,181-365 Days,3-5 Purchases,Medium,Moderate Risk
17644,David Johnson,154,8,18625,0,3,5,4,12,354,Loyal Customers,91-180 Days,6-10 Purchases,High,Moderate Risk
17645,Angela Moore,297,4,9671,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
17646,Taylor Dean,292,5,11460,0,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Medium Risk
17647,Maria Berry,206,5,11932,0,3,3,3,9,333,Need Attention,181-365 Days,3-5 Purchases,Medium,Moderate Risk
17648,Marissa Holmes,67,11,36817,0,4,5,5,14,455,Champions,61-90 Days,10+ Purchases,Very High,Low Risk
17649,Kelly Davidson,53,8,13088,0,5,5,3,13,553,Loyal Customers,31-60 Days,6-10 Purchases,Medium,Low Risk
17650,Heather Jacobs,137,7,25315,0,3,4,5,12,345,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
17651,Alan Delacruz,198,6,19643,0,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
17652,Cathy Schwartz,159,9,25151,0,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
17653,Shawn Brewer,308,5,13784,0,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Medium Risk
17654,Rachel Thornton,1152,1,1940,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
17655,Michael Reynolds,477,4,12703,1,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,Churned
17656,Darrell Price,921,2,7427,1,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,Churned
17657,Robert Floyd,435,4,10818,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
17658,James Pollard,67,4,12340,0,4,2,3,9,423,Potential Loyalists,61-90 Days,3-5 Purchases,Medium,Low Risk
17659,Michael Christian,206,4,6661,0,3,2,1,6,321,Others,181-365 Days,3-5 Purchases,Very Low,Moderate Risk
17660,Anthony Stone,872,2,5384,1,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,Churned
17661,David Wade,296,4,7069,0,2,2,1,5,221,Hibernating,181-365 Days,3-5 Purchases,Very Low,High Risk
17662,Jonathan Riley,1,4,13404,0,5,2,3,10,523,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Low Risk
17663,Ruth Bender,436,9,24058,0,1,5,5,11,155,At Risk,365+ Days,6-10 Purchases,Very High,Medium Risk
17664,Ashley Bauer,216,8,19628,0,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
17665,Mitchell Adams,65,5,10876,0,4,3,2,9,432,Potential Loyalists,61-90 Days,3-5 Purchases,Low,Low Risk
17666,Sophia Campbell,82,2,6787,0,4,1,1,6,411,New Customers,61-90 Days,2 Purchases,Very Low,Low Risk
17667,Jacob Sandoval,103,5,14403,0,4,3,3,10,433,Potential Loyalists,91-180 Days,3-5 Purchases,Medium,Low Risk
17668,Michael Farley,248,1,1721,0,2,1,1,4,211,Hibernating,181-365 Days,1 Purchase,Very Low,High Risk
17669,Anne Warren,655,4,10323,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
17670,Jessica Park,369,4,11915,0,2,2,3,7,223,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
17671,Lauren Clark,23,4,8128,1,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Churned
17672,Sabrina Foster,300,4,9217,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
17673,Joseph Howell,64,3,9483,0,4,1,2,7,412,New Customers,61-90 Days,3-5 Purchases,Low,Low Risk
17674,Amber Randolph,5,7,24097,0,5,4,5,14,545,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
17675,Brian Holden,264,7,21843,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
17676,James Acevedo,59,4,9677,1,5,2,2,9,522,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Churned
17677,James Smith,22,4,13974,0,5,2,3,10,523,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Low Risk
17678,Lauren Bell,346,2,9081,1,2,1,2,5,212,Hibernating,181-365 Days,2 Purchases,Low,Churned
17679,Kelly Brown,150,5,12913,0,3,3,3,9,333,Need Attention,91-180 Days,3-5 Purchases,Medium,Moderate Risk
17680,Janet Delacruz,144,8,20672,0,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
17681,Carlos Patton,133,5,17019,0,4,3,4,11,434,Potential Loyalists,91-180 Days,3-5 Purchases,High,Low Risk
17682,Ashley Jordan,89,4,8509,0,4,2,2,8,422,Potential Loyalists,61-90 Days,3-5 Purchases,Low,Low Risk
17683,Katie Bautista,55,2,7926,0,5,1,2,8,512,New Customers,31-60 Days,2 Purchases,Low,Low Risk
17684,Randy Miller,792,4,9447,1,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,Churned
17685,Alicia Campbell,91,2,3313,0,4,1,1,6,411,New Customers,91-180 Days,2 Purchases,Very Low,Low Risk
17686,Adam Sanchez,1049,1,1270,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
17687,Ann Grant,0,3,10365,0,5,1,2,8,512,New Customers,0-30 Days,3-5 Purchases,Low,Low Risk
17688,Lisa Massey,5,11,29033,0,5,5,5,15,555,Champions,0-30 Days,10+ Purchases,Very High,Low Risk
17689,Scott Gates,24,4,10286,1,5,2,2,9,522,Potential Loyalists,0-30 Days,3-5 Purchases,Low,Churned
17690,Benjamin Fischer,316,3,10386,0,2,1,2,5,212,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
17691,James Rowland,61,7,18359,0,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High,Low Risk
17692,Casey Arnold,31,6,16942,0,5,4,4,13,544,Champions,31-60 Days,6-10 Purchases,High,Low Risk
17693,Kimberly Carroll,475,4,10002,0,1,2,2,5,122,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
17694,Brian Gibson,109,2,4550,0,4,1,1,6,411,New Customers,91-180 Days,2 Purchases,Very Low,Low Risk
17695,Robert Bennett,197,5,12537,0,3,3,3,9,333,Need Attention,181-365 Days,3-5 Purchases,Medium,Moderate Risk
17696,Lawrence Lane,134,6,14460,0,4,4,3,11,443,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Low Risk
17697,Jeffrey Gonzales,7,8,21552,1,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Churned
17698,Regina Hendricks,58,4,9074,0,5,2,2,9,522,Potential Loyalists,31-60 Days,3-5 Purchases,Low,Low Risk
17699,Sandra Hernandez,254,6,11424,1,2,4,3,9,243,At Risk,181-365 Days,6-10 Purchases,Medium,Churned
17700,Regina Gregory,176,4,7883,0,3,2,2,7,322,Others,91-180 Days,3-5 Purchases,Low,Moderate Risk
17701,Dr. Kara Davis,9,3,4612,0,5,1,1,7,511,New Customers,0-30 Days,3-5 Purchases,Very Low,Low Risk
17702,Gabriel Brown,419,5,16076,1,2,3,4,9,234,At Risk,365+ Days,3-5 Purchases,High,Churned
17703,Donald Bowers,72,4,5843,0,4,2,1,7,421,New Customers,61-90 Days,3-5 Purchases,Very Low,Low Risk
17704,Diane Franklin,232,8,24955,0,3,5,5,13,355,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
17705,Mark Cobb,258,4,10301,0,2,2,2,6,222,Hibernating,181-365 Days,3-5 Purchases,Low,High Risk
17706,James Anderson,436,2,6095,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
17707,Jason Matthews,106,4,12887,0,4,2,3,9,423,Potential Loyalists,91-180 Days,3-5 Purchases,Medium,Low Risk
17708,Timothy Kerr,376,3,10723,0,2,1,2,5,212,Hibernating,365+ Days,3-5 Purchases,Low,High Risk
17709,Erik Johnson,124,5,11055,0,4,3,2,9,432,Potential Loyalists,91-180 Days,3-5 Purchases,Low,Low Risk
17710,Clifford Cochran,59,4,6952,0,5,2,1,8,521,New Customers,31-60 Days,3-5 Purchases,Very Low,Low Risk
17711,Scott Lin,220,6,20221,0,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Moderate Risk
17712,Andrew Mendez,325,2,4326,1,2,1,1,4,211,Hibernating,181-365 Days,2 Purchases,Very Low,Churned
17713,Jason Cox,116,6,14146,0,4,4,3,11,443,Loyal Customers,91-180 Days,6-10 Purchases,Medium,Low Risk
17714,Karen Hughes,296,6,18093,0,2,4,4,10,244,At Risk,181-365 Days,6-10 Purchases,High,Medium Risk
17715,Charles Duncan,26,4,12277,0,5,2,3,10,523,Potential Loyalists,0-30 Days,3-5 Purchases,Medium,Low Risk
17716,Andrew Williams,5,8,24859,0,5,5,5,15,555,Champions,0-30 Days,6-10 Purchases,Very High,Low Risk
17717,Mary Stewart,92,7,16325,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
17718,Damon Taylor,1090,4,11484,0,1,2,3,6,123,Need Attention,365+ Days,3-5 Purchases,Medium,High Risk
17719,Christopher Burnett,475,2,4961,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
17720,John Edwards,186,6,23329,1,3,4,5,12,345,Loyal Customers,181-365 Days,6-10 Purchases,Very High,Churned
17721,David Contreras,263,7,19690,0,2,4,5,11,245,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
17722,Ashley Edwards,740,4,7398,0,1,2,1,4,121,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
17723,Cristian Ponce,267,5,12107,0,2,3,3,8,233,At Risk,181-365 Days,3-5 Purchases,Medium,Medium Risk
17724,Gregory Haas,285,3,6116,0,2,1,1,4,211,Hibernating,181-365 Days,3-5 Purchases,Very Low,High Risk
17725,Megan Baxter,310,8,28521,0,2,5,5,12,255,At Risk,181-365 Days,6-10 Purchases,Very High,Medium Risk
17726,Christina Kerr,727,2,6097,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
17727,David Contreras,526,6,24593,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High,Medium Risk
17728,Elizabeth Hill,554,3,6393,1,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,Churned
17729,Nicole Edwards DVM,125,7,18510,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
17730,Mrs. Erica Robinson,67,7,12345,0,4,4,3,11,443,Loyal Customers,61-90 Days,6-10 Purchases,Medium,Low Risk
17731,Tamara Reed,438,6,20270,0,1,4,5,10,145,At Risk,365+ Days,6-10 Purchases,Very High,Medium Risk
17732,Richard Fisher,1093,2,7338,0,1,1,1,3,111,Hibernating,365+ Days,2 Purchases,Very Low,High Risk
17733,Cody Mclaughlin,32,7,22649,0,5,4,5,14,545,Champions,31-60 Days,6-10 Purchases,Very High,Low Risk
17734,Lance Woodard,578,3,5288,1,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,Churned
17735,Robert Madden,358,3,7382,0,2,1,1,4,211,Hibernating,181-365 Days,3-5 Purchases,Very Low,High Risk
17736,Philip Wilson,1317,1,3211,1,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,Churned
17737,Teresa Jenkins,167,8,23724,0,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
17738,Deanna Vincent,156,5,5827,0,3,3,1,7,331,Others,91-180 Days,3-5 Purchases,Very Low,Moderate Risk
17739,Sierra Jones,88,5,15323,0,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High,Low Risk
17740,Dennis Weaver,187,5,13774,0,3,3,3,9,333,Need Attention,181-365 Days,3-5 Purchases,Medium,Moderate Risk
17741,Robert Jones,203,5,19650,1,3,3,5,11,335,Need Attention,181-365 Days,3-5 Purchases,Very High,Churned
17742,Leslie Gonzalez,75,6,10844,0,4,4,2,10,442,Potential Loyalists,61-90 Days,6-10 Purchases,Low,Low Risk
17743,Edward Kent,228,3,8154,0,3,1,2,6,312,Others,181-365 Days,3-5 Purchases,Low,Moderate Risk
17744,Katrina Warner,930,1,3689,0,1,1,1,3,111,Hibernating,365+ Days,1 Purchase,Very Low,High Risk
17745,Evelyn Werner,171,4,16826,0,3,2,4,9,324,Need Attention,91-180 Days,3-5 Purchases,High,Moderate Risk
17746,Brenda Medina,625,3,6189,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
17747,Jerome Brewer,124,4,5662,1,4,2,1,7,421,New Customers,91-180 Days,3-5 Purchases,Very Low,Churned
17748,Christina Stone,120,6,17546,0,4,4,4,12,444,Champions,91-180 Days,6-10 Purchases,High,Low Risk
17749,Lance Salazar,78,7,17497,0,4,4,4,12,444,Champions,61-90 Days,6-10 Purchases,High,Low Risk
17750,Miguel Bowman,157,9,22861,1,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Churned
17751,Andrew Phillips MD,218,4,10218,0,3,2,2,7,322,Others,181-365 Days,3-5 Purchases,Low,Moderate Risk
17752,Joshua Washington,90,5,14944,0,4,3,4,11,434,Potential Loyalists,61-90 Days,3-5 Purchases,High,Low Risk
17753,Melissa Taylor,172,9,23881,0,3,5,5,13,355,Loyal Customers,91-180 Days,6-10 Purchases,Very High,Moderate Risk
17754,Megan White,776,3,5420,0,1,1,1,3,111,Hibernating,365+ Days,3-5 Purchases,Very Low,High Risk
17755,Barbara Brock,78,8,18034,0,4,5,4,13,454,Champions,61-90 Days,6-10 Purchases,High,Low Risk
